ID_Usuario;DNI_Usuario;Edad;Género_sucio;Género;Ubicación_sucio;Ubicación;Tipo_Viajero_sucio;Tipo_Viajero;ID_Reserva;Fecha_Reserva;Fecha_Viaje;Antelacion_Reserva_sucio;Antelacion_Reserva;Duracion_Viaje_sucio;Numero_Personas;Tipo_Paquete_sucio;Tipo_Paquete;Costo_Total;Metodo_Pago;Destino_sucio;Destino;Tipo_Alojamiento_sucio;Clase_Vuelo;Actividades_Reservadas_sucio;Actividades_Reser_sucio2;Actividades_Reservadas;Numero_Noches_Estancia_sucio;Numero_Noches_Estancia;Promocion_Aplicada_sucio;Promocion_Aplicada;Fuente_Reserva;Estado_Reserva;Mes_Reserva_sucio;Mes_Reserva;Mes_Viaje_sucio;Mes_Viaje;Estacionalidad;Cancelacion_Reserva_sucio;Cancelacion_reserva;Calificacion_Usuario;Comentarios;Rango_Edad;Gasto_persona;Gasto_duracion
U0543;59923361N;18;Other;Otro;USA;EEUU;Turista;Turista;R00543;23/02/2024;21/11/2024;135;272;1;1;Solo vuelo;Vuelo;2.733,20;Transferencia bancaria;Tokyo;Tokio;;Ejecutiva;;;;4;0;FALSO;Falso;Sitio web;Confirmada;9;2;11;11;Temporada baja;VERDADERO;Verdadero;2;No me gustó el servicio;Jovenes Adultos;2.733,20;2.733,20
U0544;14682898C;51;Male;Masculino;India;India;Tusirta;Turista;R00544;30/07/2024;23/11/2024;244;116;1;3;Vuelo + Hotel;Vuelo + Hotel;1.043,80;Tarjeta de crédito;New York;Nueva York;Resort;Ejecutiva;;;;5;0;FALSO;Falso;Sitio web;Cancelada;7;7;7;11;Temporada alta;VERDADERO;Verdadero;1;Problemas con la reserva;Adultos Mayores;347,93;1.043,80
U0545;88711437T;21;Male;Masculino;Germany;Alemania;Turista;Turista;R00545;17/07/2024;16/10/2024;134;91;9;1;Solo vuelo;Vuelo;1.641,30;Transferencia bancaria;Barcelona;Barcelona;;Primera clase;;;;6;8;VERDADERO;Verdadero;Sitio web;Pendiente;10;7;1;10;Temporada alta;FALSO;Falso;4;Todo bien;Jovenes Adultos;1.641,30;182,37
U0546;20552795H;55;Other;Otro;Germany;Alemania;Negocios;Negocios;R00546;09/03/2024;18/07/2024;301;131;13;3;Vuelo + Hotel + Tour;Vuelo + Hotel + Tour;16.108,80;PayPal;London;Londres;Resort;Ejecutiva;Excursión en bote;Excursión en bote;Excursión en bote;2;12;VERDADERO;Verdadero;App móvil;Cancelada;11;3;8;7;Temporada alta;VERDADERO;Verdadero;2;;Adultos Mayores;5.369,60;1.239,14
U0547;92048429Z;32;Female;Femenino;Spain;España;Tusirta;Turista;R00547;16/08/2024;04/09/2024;346;19;5;4;Vuelo + Hotel + Tour;Vuelo + Hotel + Tour;16.550,10;PayPal;London;Londres;Hotel;Económica;Excursión en bote;Excursión en bote;Excursión en bote;5;4;FALSO;Falso;Agente de viajes;Cancelada;2;8;7;9;Temporada alta;VERDADERO;Verdadero;1;Problemas con la reserva;Adultos;4.137,53;3.310,02
U0548;26320027T;30;Other;Otro;Australia;Australia;Negocios;Negocios;R00548;25/06/2024;11/07/2024;32;16;11;2;Vuelo + Hotel;Vuelo + Hotel;10.419,60;Transferencia bancaria;London;Londres;Hotel;Económica;;;;6;10;FALSO;Falso;App móvil;Pendiente;11;6;12;7;Temporada alta;FALSO;Falso;2;Todo bien;Adultos;5.209,80;947,24
U0549;97371807L;32;Other;Otro;UK;Reino unido;Negocios;Negocios;R00549;01/03/2024;02/06/2024;232;93;7;3;Solo vuelo;Vuelo;1.383,80;Transferencia bancaria;Tokyo;Tokio;;Ejecutiva;;;;1;6;VERDADERO;Verdadero;App móvil;Cancelada;8;3;5;6;Temporada baja;VERDADERO;Verdadero;1;Problemas con la reserva;Adultos;461,27;197,69
U0550;13537404H;51;Other;Otro;Australia;Australia;Negocios;Negocios;R00550;10/02/2024;29/06/2024;252;140;1;2;Solo vuelo;Vuelo;19.027,20;Tarjeta de crédito;Tokyo;Tokio;;Económica;;;;3;0;FALSO;Falso;App móvil;Pendiente;10;2;3;6;Temporada alta;VERDADERO;Verdadero;3;Excelente viaje;Adultos Mayores;9.513,60;19.027,20
U0551;41713262W;62;Other;Otro;USA;EEUU;Turista;Turista;R00551;15/07/2024;24/08/2024;148;40;10;3;Solo vuelo;Vuelo;19.865,30;PayPal;London;Londres;;Económica;;;;8;9;VERDADERO;Verdadero;Sitio web;Pendiente;4;7;3;8;Temporada baja;FALSO;Falso;1;No me gustó el servicio;Adultos Mayores;6.621,77;1.986,53
U0552;48377228V;64;Other;Otro;Australia;Australia;Negocios;Negocios;R00552;18/02/2024;15/12/2024;19;301;9;1;Solo vuelo;Vuelo;13.348,20;PayPal;Paris;Paris;;Primera clase;;;;4;8;FALSO;Falso;Sitio web;Cancelada;4;2;10;12;Temporada alta;VERDADERO;Verdadero;2;No me gustó el servicio;Adultos Mayores;13.348,20;1.483,13
U0553;75053992R;64;Male;Masculino;UK;Reino unido;Negocios;Negocios;R00553;07/08/2024;06/10/2024;331;60;13;3;Solo vuelo;Vuelo;5.149,30;PayPal;Cancun;Cancun;;Económica;;;;7;12;VERDADERO;Verdadero;Agente de viajes;Cancelada;8;8;5;10;Temporada alta;VERDADERO;Verdadero;3;No me gustó el servicio;Adultos Mayores;1.716,43;396,10
U0554;53579041N;24;Female;Femenino;Australia;Australia;Turista;Turista;R00554;23/08/2024;28/10/2024;312;66;2;2;Vuelo + Hotel + Tour;Vuelo + Hotel + Tour;1.302,40;Transferencia bancaria;Tokyo;Tokio;Airbnb;Primera clase;City tour;City tour;Tour en Cuidad;7;1;VERDADERO;Verdadero;Agente de viajes;Cancelada;2;8;7;10;Temporada alta;VERDADERO;Verdadero;2;No me gustó el servicio;Jovenes Adultos;651,20;651,20
U0555;19712700K;25;Female;Femenino;Germany;Alemania;Negocios;Negocios;R00555;24/05/2024;30/06/2024;126;37;1;3;Solo vuelo;Vuelo;3.060,40;Tarjeta de crédito;Paris;Paris;;Económica;;;;6;0;VERDADERO;Verdadero;Sitio web;Cancelada;9;5;8;6;Temporada alta;VERDADERO;Verdadero;5;Recomendado;Jovenes Adultos;1.020,13;3.060,40
U0556;81269816Y;37;Male;Masculino;Germany;Alemania;Turista;Turista;R00556;21/03/2024;26/12/2024;257;280;5;1;Vuelo + Hotel;Vuelo + Hotel;19.481,20;PayPal;Cancun;Cancun;Hotel;Económica;;;;2;4;FALSO;Falso;Agente de viajes;Confirmada;1;3;2;12;Temporada baja;VERDADERO;Verdadero;2;No me gustó el servicio;Adultos;19.481,20;3.896,24
U0557;40400158Z;52;Other;Otro;Spain;España;Negocios;Negocios;R00557;02/02/2024;06/04/2024;212;64;7;3;Vuelo + Hotel + Tour;Vuelo + Hotel + Tour;17.551,30;PayPal;New York;Nueva York;Airbnb;Ejecutiva;City tour;City tour;Tour en Cuidad;4;6;VERDADERO;Verdadero;Agente de viajes;Pendiente;11;2;3;4;Temporada baja;FALSO;Falso;5;Excelente viaje;Adultos Mayores;5.850,43;2.507,33
U0558;83401711P;19;Male;Masculino;Spain;España;Tusirta;Turista;R00558;26/04/2024;10/11/2024;150;198;4;4;Vuelo + Hotel;Vuelo + Hotel;12.665,50;PayPal;Rome;Roma;Resort;Económica;;;;7;3;VERDADERO;Verdadero;App móvil;Pendiente;1;4;3;11;Temporada baja;FALSO;Falso;3;Excelente viaje;Jovenes Adultos;3.166,38;3.166,38
U0559;80914816B;48;Male;Masculino;India;India;Negocios;Negocios;R00559;25/05/2024;04/11/2024;131;163;6;2;Vuelo + Hotel + Tour;Vuelo + Hotel + Tour;15.070,60;Transferencia bancaria;London;Londres;Resort;Económica;Excursión en bote;Excursión en bote;Excursión en bote;9;5;FALSO;Falso;Agente de viajes;Cancelada;2;5;2;11;Temporada alta;FALSO;Falso;2;No me gustó el servicio;Mediana Edad;7.535,30;2.511,77
U0560;97228825M;55;Other;Otro;UK;Reino unido;Turista;Turista;R00560;03/10/2024;24/12/2024;97;82;9;4;Vuelo + Hotel + Tour;Vuelo + Hotel + Tour;3.896,70;PayPal;Cancun;Cancun;Resort;Primera clase;Excursión en bote;Excursión en bote;Excursión en bote;5;8;FALSO;Falso;Sitio web;Cancelada;6;10;5;12;Temporada baja;VERDADERO;Verdadero;3;Todo bien;Adultos Mayores;974,18;432,97
U0561;46647913A;59;Other;Otro;Germany;Alemania;Negocios;Negocios;R00561;16/10/2024;21/12/2024;79;66;4;4;Solo vuelo;Vuelo;737,50;PayPal;Paris;Paris;;Primera clase;;;;4;3;FALSO;Falso;Agente de viajes;Pendiente;12;10;4;12;Temporada baja;FALSO;Falso;2;No me gustó el servicio;Adultos Mayores;184,38;184,38
U0562;15587988Z;44;Other;Otro;USA;EEUU;Turista;Turista;R00562;04/03/2024;24/03/2024;300;20;7;1;Vuelo + Hotel;Vuelo + Hotel;1.194,70;PayPal;Tokyo;Tokio;Airbnb;Primera clase;;;;8;6;FALSO;Falso;App móvil;Pendiente;4;3;11;3;Temporada baja;FALSO;Falso;5;Excelente viaje;Mediana Edad;1.194,70;170,67
U0563;17994410S;57;Female;Femenino;Spain;España;Turista;Turista;R00563;07/07/2024;08/08/2024;347;32;3;1;Vuelo + Hotel + Tour;Vuelo + Hotel + Tour;16.159,70;PayPal;Paris;Paris;Airbnb;Primera clase;City tour;City tour;Tour en Cuidad;6;2;FALSO;Falso;Sitio web;Pendiente;6;7;5;8;Temporada alta;FALSO;Falso;4;Recomendado;Adultos Mayores;16.159,70;5.386,57
U0564;95006298Z;63;Male;Masculino;Spain;España;Turista;Turista;R00564;24/06/2024;09/10/2024;145;107;2;2;Solo vuelo;Vuelo;19.184,20;PayPal;New York;Nueva York;;Económica;;;;5;1;FALSO;Falso;Agente de viajes;Pendiente;9;6;11;10;Temporada baja;FALSO;Falso;5;Excelente viaje;Adultos Mayores;9.592,10;9.592,10
U0565;27258285L;60;Male;Masculino;Spain;España;Turista;Turista;R00565;11/06/2024;10/07/2024;232;29;3;2;Solo vuelo;Vuelo;9.214,70;Tarjeta de crédito;Rome;Roma;;Primera clase;;;;9;2;FALSO;Falso;Sitio web;Pendiente;10;6;1;7;Temporada baja;FALSO;Falso;4;Excelente viaje;Adultos Mayores;4.607,35;3.071,57
U0566;40388424X;54;Male;Masculino;Spain;España;Turista;Turista;R00566;17/02/2024;29/08/2024;321;194;6;1;Vuelo + Hotel + Tour;Vuelo + Hotel + Tour;5.033,90;Transferencia bancaria;London;Londres;Resort;Ejecutiva;City tour;City tour;Tour en Cuidad;1;5;VERDADERO;Verdadero;Sitio web;Confirmada;11;2;3;8;Temporada baja;VERDADERO;Verdadero;5;Excelente viaje;Adultos Mayores;5.033,90;838,98
U0567;43362843T;53;Other;Otro;Germany;Alemania;Negocios;Negocios;R00567;08/05/2024;22/12/2024;68;228;12;1;Vuelo + Hotel;Vuelo + Hotel;8.398,20;PayPal;Rome;Roma;Resort;Ejecutiva;;;;7;11;VERDADERO;Verdadero;Agente de viajes;Pendiente;4;5;2;12;Temporada alta;VERDADERO;Verdadero;5;Excelente viaje;Adultos Mayores;8.398,20;699,85
U0568;79368078T;60;Male;Masculino;UK;Reino unido;Tusirta;Turista;R00568;26/09/2024;08/10/2024;20;12;7;3;Vuelo + Hotel;Vuelo + Hotel;18.084,80;Tarjeta de crédito;New York;Nueva York;Airbnb;Ejecutiva;;;;5;6;FALSO;Falso;Sitio web;Confirmada;5;9;2;10;Temporada alta;FALSO;Falso;2;No me gustó el servicio;Adultos Mayores;6.028,27;2.583,54
U0569;88596227C;18;Female;Femenino;USA;EEUU;Tusirta;Turista;R00569;14/03/2024;24/11/2024;118;255;5;2;Vuelo + Hotel;Vuelo + Hotel;2.436,50;Tarjeta de crédito;New York;Nueva York;Airbnb;Económica;;;;6;4;FALSO;Falso;Agente de viajes;Cancelada;9;3;9;11;Temporada baja;FALSO;Falso;4;Recomendado;Jovenes Adultos;1.218,25;487,30
U0570;46402636K;51;Female;Femenino;Australia;Australia;Turista;Turista;R00570;05/05/2024;01/11/2024;250;180;7;4;Solo vuelo;Vuelo;11.377,30;Transferencia bancaria;London;Londres;;Económica;;;;2;6;VERDADERO;Verdadero;App móvil;Cancelada;7;5;11;11;Temporada baja;VERDADERO;Verdadero;3;Recomendado;Adultos Mayores;2.844,33;1.625,33
U0571;13830441N;44;Male;Masculino;Spain;España;Tusirta;Turista;R00571;26/10/2024;21/11/2024;33;26;14;1;Solo vuelo;Vuelo;16.870,10;PayPal;Cancun;Cancun;;Económica;;;;1;13;VERDADERO;Verdadero;Sitio web;Cancelada;5;10;2;11;Temporada alta;FALSO;Falso;2;No me gustó el servicio;Mediana Edad;16.870,10;1.205,01
U0572;30372160Q;33;Other;Otro;Australia;Australia;Negocios;Negocios;R00572;16/01/2024;19/11/2024;52;308;4;2;Solo vuelo;Vuelo;15.757,70;Tarjeta de crédito;Barcelona;Barcelona;;Ejecutiva;;;;7;3;VERDADERO;Verdadero;App móvil;Cancelada;7;1;8;11;Temporada baja;VERDADERO;Verdadero;5;Recomendado;Adultos;7.878,85;3.939,43
U0573;33766440W;25;Other;Otro;Spain;España;Turista;Turista;R00573;04/04/2024;22/04/2024;245;18;8;1;Vuelo + Hotel;Vuelo + Hotel;6.685,90;Tarjeta de crédito;New York;Nueva York;Resort;Ejecutiva;;;;1;7;VERDADERO;Verdadero;App móvil;Pendiente;12;4;5;4;Temporada baja;VERDADERO;Verdadero;4;Recomendado;Jovenes Adultos;6.685,90;835,74
U0574;80548847H;31;Female;Femenino;USA;EEUU;Negocios;Negocios;R00574;02/02/2024;26/09/2024;62;237;6;3;Vuelo + Hotel + Tour;Vuelo + Hotel + Tour;18.599,90;Transferencia bancaria;Cancun;Cancun;Airbnb;Económica;Tour en bus;Tour en bus;Tour en bus;1;5;VERDADERO;Verdadero;Agente de viajes;Pendiente;9;2;12;9;Temporada baja;FALSO;Falso;1;Problemas con la reserva;Adultos;6.199,97;3.099,98
U0575;61407276J;21;Male;Masculino;India;India;Tusirta;Turista;R00575;16/08/2024;14/10/2024;364;59;6;3;Solo vuelo;Vuelo;13.142,50;Transferencia bancaria;Rome;Roma;;Económica;;;;5;5;VERDADERO;Verdadero;Agente de viajes;Pendiente;5;8;2;10;Temporada baja;FALSO;Falso;5;Excelente viaje;Jovenes Adultos;4.380,83;2.190,42
U0576;83173908C;38;Female;Femenino;UK;Reino unido;Tusirta;Turista;R00576;06/09/2024;07/12/2024;343;92;1;2;Vuelo + Hotel + Tour;Vuelo + Hotel + Tour;4.485,10;Transferencia bancaria;Cancun;Cancun;Airbnb;Primera clase;;Desconocido;Desconocido;5;0;FALSO;Falso;Sitio web;Pendiente;2;9;8;12;Temporada alta;FALSO;Falso;2;Problemas con la reserva;Adultos;2.242,55;4.485,10
U0577;21847490C;27;Female;Femenino;USA;EEUU;Turista;Turista;R00577;13/05/2024;04/07/2024;127;52;12;3;Vuelo + Hotel;Vuelo + Hotel;480,00;PayPal;Cancun;Cancun;Hotel;Primera clase;;;;4;11;VERDADERO;Verdadero;Sitio web;Cancelada;3;5;9;7;Temporada baja;VERDADERO;Verdadero;3;Recomendado;Jovenes Adultos;160,00;40,00
U0578;94576024R;35;Female;Femenino;Spain;España;Turista;Turista;R00578;04/08/2024;07/08/2024;203;3;14;3;Vuelo + Hotel;Vuelo + Hotel;17.962,90;Tarjeta de crédito;Tokyo;Tokio;Hotel;Ejecutiva;;;;3;13;VERDADERO;Verdadero;Agente de viajes;Confirmada;1;8;11;8;Temporada baja;FALSO;Falso;3;Problemas con la reserva;Adultos;5.987,63;1.283,06
U0579;57939675F;48;Other;Otro;UK;Reino unido;Negocios;Negocios;R00579;17/02/2024;31/03/2024;331;43;1;4;Vuelo + Hotel + Tour;Vuelo + Hotel + Tour;18.161,60;PayPal;Cancun;Cancun;Hotel;Primera clase;Tour en bus;Tour en bus;Tour en bus;6;0;FALSO;Falso;Agente de viajes;Cancelada;4;2;3;3;Temporada baja;VERDADERO;Verdadero;1;Problemas con la reserva;Mediana Edad;4.540,40;18.161,60
U0580;14114667G;40;Female;Femenino;Australia;Australia;Turista;Turista;R00580;16/03/2024;02/11/2024;206;231;1;2;Solo vuelo;Vuelo;18.088,60;Tarjeta de crédito;London;Londres;;Económica;;;;2;0;VERDADERO;Verdadero;Sitio web;Cancelada;10;3;11;11;Temporada baja;VERDADERO;Verdadero;4;Problemas con la reserva;Mediana Edad;9.044,30;18.088,60
U0581;87579136N;65;Female;Femenino;Australia;Australia;Turista;Turista;R00581;29/02/2024;15/12/2024;104;290;13;1;Vuelo + Hotel + Tour;Vuelo + Hotel + Tour;11.083,10;Tarjeta de crédito;Rome;Roma;Hotel;Primera clase;Tour en bus;Tour en bus;Tour en bus;3;12;VERDADERO;Verdadero;Sitio web;Cancelada;6;2;10;12;Temporada baja;FALSO;Falso;2;No me gustó el servicio;Adultos Mayores;11.083,10;852,55
U0582;52739689E;40;Other;Otro;Australia;Australia;Negocios;Negocios;R00582;27/07/2024;15/12/2024;137;141;12;3;Solo vuelo;Vuelo;15.206,10;PayPal;Barcelona;Barcelona;;Económica;;;;9;11;FALSO;Falso;App móvil;Cancelada;11;7;1;12;Temporada alta;FALSO;Falso;1;Problemas con la reserva;Mediana Edad;5.068,70;1.267,18
U0583;29699421G;36;Other;Otro;Germany;Alemania;Tusirta;Turista;R00583;16/02/2024;10/06/2024;110;115;3;2;Solo vuelo;Vuelo;8.531,40;Transferencia bancaria;London;Londres;;Ejecutiva;;;;9;2;FALSO;Falso;Sitio web;Pendiente;4;2;7;6;Temporada baja;FALSO;Falso;5;Recomendado;Adultos;4.265,70;2.843,80
U0584;48224984X;48;Male;Masculino;Mexico;Méjico;Negocios;Negocios;R00584;13/07/2024;04/10/2024;107;83;10;4;Vuelo + Hotel + Tour;Vuelo + Hotel + Tour;6.596,60;PayPal;Tokyo;Tokio;Hotel;Ejecutiva;;Desconocido;Desconocido;3;9;FALSO;Falso;Sitio web;Confirmada;5;7;2;10;Temporada alta;FALSO;Falso;2;Problemas con la reserva;Mediana Edad;1.649,15;659,66
U0585;62011685M;34;Female;Femenino;Spain;España;Turista;Turista;R00585;10/02/2024;20/04/2024;150;70;11;4;Solo vuelo;Vuelo;834,60;Tarjeta de crédito;Cancun;Cancun;;Económica;;;;1;10;VERDADERO;Verdadero;Agente de viajes;Pendiente;10;2;11;4;Temporada alta;VERDADERO;Verdadero;5;Excelente viaje;Adultos;208,65;75,87
U0586;58506875G;31;Female;Femenino;USA;EEUU;Turista;Turista;R00586;15/04/2024;16/12/2024;142;245;14;1;Vuelo + Hotel;Vuelo + Hotel;10.813,50;Tarjeta de crédito;London;Londres;Hotel;Económica;;;;5;13;FALSO;Falso;App móvil;Pendiente;4;4;2;12;Temporada alta;FALSO;Falso;5;Excelente viaje;Adultos;10.813,50;772,39
U0587;69413659G;43;Other;Otro;Australia;Australia;Tusirta;Turista;R00587;22/06/2024;02/10/2024;168;102;4;1;Vuelo + Hotel;Vuelo + Hotel;2.014,40;Transferencia bancaria;Tokyo;Tokio;Airbnb;Primera clase;;;;6;3;VERDADERO;Verdadero;App móvil;Confirmada;8;6;3;10;Temporada alta;FALSO;Falso;1;Problemas con la reserva;Mediana Edad;2.014,40;503,60
U0588;95446008X;34;Female;Femenino;UK;Reino unido;Turista;Turista;R00588;17/05/2024;16/07/2024;239;60;9;1;Vuelo + Hotel + Tour;Vuelo + Hotel + Tour;11.022,60;Transferencia bancaria;Tokyo;Tokio;Hotel;Económica;Tour en bus;Tour en bus;Tour en bus;4;8;VERDADERO;Verdadero;App móvil;Pendiente;5;5;7;7;Temporada baja;FALSO;Falso;4;Excelente viaje;Adultos;11.022,60;1.224,73
U0589;33543857J;65;Female;Femenino;USA;EEUU;Turista;Turista;R00589;15/02/2024;13/08/2024;171;180;11;3;Solo vuelo;Vuelo;15.717,70;Transferencia bancaria;New York;Nueva York;;Económica;;;;6;10;VERDADERO;Verdadero;Agente de viajes;Confirmada;2;2;4;8;Temporada baja;FALSO;Falso;3;Problemas con la reserva;Adultos Mayores;5.239,23;1.428,88
U0590;71478966A;24;Female;Femenino;Australia;Australia;Tusirta;Turista;R00590;23/11/2024;01/12/2024;3;8;4;3;Vuelo + Hotel + Tour;Vuelo + Hotel + Tour;4.238,80;Tarjeta de crédito;Paris;Paris;Airbnb;Ejecutiva;Excursión en bote;Excursión en bote;Excursión en bote;1;3;VERDADERO;Verdadero;Agente de viajes;Cancelada;5;11;9;12;Temporada alta;VERDADERO;Verdadero;1;No me gustó el servicio;Jovenes Adultos;1.412,93;1.059,70
U0591;60013824Q;41;Other;Otro;UK;Reino unido;Turista;Turista;R00591;06/03/2024;04/06/2024;103;90;10;2;Vuelo + Hotel + Tour;Vuelo + Hotel + Tour;5.517,30;Transferencia bancaria;Cancun;Cancun;Airbnb;Económica;City tour;City tour;Tour en Cuidad;7;9;FALSO;Falso;App móvil;Cancelada;6;3;10;6;Temporada alta;VERDADERO;Verdadero;1;No me gustó el servicio;Mediana Edad;2.758,65;551,73
U0592;20013295Y;18;Female;Femenino;Germany;Alemania;Turista;Turista;R00592;20/01/2024;17/06/2024;180;149;11;1;Solo vuelo;Vuelo;15.775,70;Tarjeta de crédito;Cancun;Cancun;;Primera clase;;;;3;10;FALSO;Falso;App móvil;Cancelada;8;1;11;6;Temporada alta;VERDADERO;Verdadero;3;No me gustó el servicio;Jovenes Adultos;15.775,70;1.434,15
U0593;17170842P;29;Female;Femenino;Spain;España;Turista;Turista;R00593;14/06/2024;11/08/2024;159;58;4;3;Vuelo + Hotel + Tour;Vuelo + Hotel + Tour;19.082,30;PayPal;Tokyo;Tokio;Airbnb;Económica;City tour;City tour;Tour en Cuidad;9;3;VERDADERO;Verdadero;Agente de viajes;Pendiente;6;6;9;8;Temporada alta;VERDADERO;Verdadero;4;Excelente viaje;Jovenes Adultos;6.360,77;4.770,58
U0594;77765219B;50;Other;Otro;India;India;Negocios;Negocios;R00594;07/03/2024;14/11/2024;87;252;7;2;Solo vuelo;Vuelo;1.252,90;PayPal;Paris;Paris;;Primera clase;;;;9;6;FALSO;Falso;Agente de viajes;Pendiente;9;3;1;11;Temporada alta;VERDADERO;Verdadero;3;No me gustó el servicio;Adultos Mayores;626,45;178,99
U0595;58945644W;48;Other;Otro;Australia;Australia;Negocios;Negocios;R00595;18/05/2024;12/10/2024;360;147;14;4;Vuelo + Hotel;Vuelo + Hotel;14.409,30;Transferencia bancaria;Barcelona;Barcelona;Resort;Primera clase;;;;2;13;VERDADERO;Verdadero;App móvil;Pendiente;9;5;12;10;Temporada alta;FALSO;Falso;4;Todo bien;Mediana Edad;3.602,33;1.029,24
U0596;13564244V;59;Female;Femenino;Australia;Australia;Tusirta;Turista;R00596;31/05/2024;22/12/2024;211;205;1;4;Vuelo + Hotel;Vuelo + Hotel;9.001,30;Transferencia bancaria;Tokyo;Tokio;Hotel;Ejecutiva;;;;4;0;VERDADERO;Verdadero;App móvil;Confirmada;6;5;2;12;Temporada baja;VERDADERO;Verdadero;3;Recomendado;Adultos Mayores;2.250,33;9.001,30
U0597;69958941W;54;Male;Masculino;Germany;Alemania;Tusirta;Turista;R00597;13/04/2024;28/09/2024;201;168;11;2;Solo vuelo;Vuelo;16.064,20;Transferencia bancaria;London;Londres;;Económica;;;;7;10;VERDADERO;Verdadero;Agente de viajes;Pendiente;8;4;12;9;Temporada alta;VERDADERO;Verdadero;4;Todo bien;Adultos Mayores;8.032,10;1.460,38
U0598;83835180L;26;Female;Femenino;UK;Reino unido;Turista;Turista;R00598;22/01/2024;23/07/2024;335;183;11;4;Vuelo + Hotel + Tour;Vuelo + Hotel + Tour;12.682,50;Transferencia bancaria;London;Londres;Airbnb;Primera clase;City tour;City tour;Tour en Cuidad;8;10;FALSO;Falso;Agente de viajes;Cancelada;7;1;10;7;Temporada alta;VERDADERO;Verdadero;4;Recomendado;Jovenes Adultos;3.170,63;1.152,95
U0599;18686217M;62;Male;Masculino;USA;EEUU;Turista;Turista;R00599;23/03/2024;05/10/2024;20;196;10;4;Vuelo + Hotel + Tour;Vuelo + Hotel + Tour;19.349,80;Tarjeta de crédito;Paris;Paris;Airbnb;Primera clase;;Desconocido;Desconocido;6;9;FALSO;Falso;Agente de viajes;Pendiente;4;3;7;10;Temporada baja;FALSO;Falso;2;Problemas con la reserva;Adultos Mayores;4.837,45;1.934,98
U0600;15494857X;51;Female;Femenino;USA;EEUU;Turista;Turista;R00600;13/04/2024;03/12/2024;324;234;4;3;Vuelo + Hotel;Vuelo + Hotel;2.074,10;PayPal;Cancun;Cancun;Hotel;Económica;;;;3;3;FALSO;Falso;Agente de viajes;Cancelada;12;4;10;12;Temporada alta;VERDADERO;Verdadero;3;Problemas con la reserva;Adultos Mayores;691,37;518,53
U0601;74162479Z;34;Female;Femenino;Mexico;Méjico;Turista;Turista;R00601;31/03/2024;11/06/2024;62;72;2;2;Solo vuelo;Vuelo;2.458,20;PayPal;Tokyo;Tokio;;Primera clase;;;;7;1;VERDADERO;Verdadero;Sitio web;Pendiente;9;3;9;6;Temporada alta;VERDADERO;Verdadero;1;Problemas con la reserva;Adultos;1.229,10;1.229,10
U0602;42803083Z;37;Male;Masculino;Germany;Alemania;Negocios;Negocios;R00602;31/01/2024;08/07/2024;197;159;2;3;Solo vuelo;Vuelo;19.212,40;PayPal;New York;Nueva York;;Económica;;;;4;1;FALSO;Falso;Agente de viajes;Confirmada;7;1;1;7;Temporada alta;VERDADERO;Verdadero;1;No me gustó el servicio;Adultos;6.404,13;9.606,20
U0603;57012929T;43;Female;Femenino;Germany;Alemania;Turista;Turista;R00603;29/01/2024;23/12/2024;323;329;11;4;Vuelo + Hotel;Vuelo + Hotel;11.094,40;Tarjeta de crédito;London;Londres;Resort;Económica;;;;9;10;VERDADERO;Verdadero;Agente de viajes;Cancelada;12;1;3;12;Temporada alta;FALSO;Falso;1;Problemas con la reserva;Mediana Edad;2.773,60;1.008,58
U0604;75756367W;51;Female;Femenino;Australia;Australia;Turista;Turista;R00604;27/02/2024;28/05/2024;248;91;10;3;Vuelo + Hotel + Tour;Vuelo + Hotel + Tour;3.349,40;Tarjeta de crédito;Cancun;Cancun;Airbnb;Económica;;Desconocido;Desconocido;7;9;FALSO;Falso;Sitio web;Cancelada;11;2;10;5;Temporada alta;FALSO;Falso;2;;Adultos Mayores;1.116,47;334,94
U0605;24022402Y;55;Other;Otro;Spain;España;Negocios;Negocios;R00605;15/02/2024;03/10/2024;251;231;6;2;Solo vuelo;Vuelo;2.809,30;Tarjeta de crédito;New York;Nueva York;;Ejecutiva;;;;1;5;FALSO;Falso;Sitio web;Pendiente;6;2;11;10;Temporada alta;VERDADERO;Verdadero;4;Todo bien;Adultos Mayores;1.404,65;468,22
U0606;16594859Z;28;Other;Otro;Spain;España;Tusirta;Turista;R00606;04/10/2024;04/10/2024;227;0;9;2;Solo vuelo;Vuelo;18.030,20;PayPal;Tokyo;Tokio;;Primera clase;;;;8;8;VERDADERO;Verdadero;Agente de viajes;Cancelada;4;10;8;10;Temporada baja;VERDADERO;Verdadero;4;Recomendado;Jovenes Adultos;9.015,10;2.003,36
U0607;47097783Q;23;Other;Otro;Germany;Alemania;Negocios;Negocios;R00607;25/05/2024;11/09/2024;269;109;6;2;Solo vuelo;Vuelo;4.514,60;Tarjeta de crédito;Paris;Paris;;Económica;;;;1;5;VERDADERO;Verdadero;Sitio web;Cancelada;10;5;5;9;Temporada baja;VERDADERO;Verdadero;3;;Jovenes Adultos;2.257,30;752,43
